,sign,count,geometry
55418,Stop,0.0,POINT (-114.0997830214861 51.068672029951635)
55426,Stop,4.0,POINT (-113.96462309931988 51.07701033007187)
55427,Yield,1.0,POINT (-114.09382467936798 51.06724669018528)
55432,Yield,1.0,POINT (-113.96500280358279 50.950755079742486)
55434,Stop,4.0,POINT (-113.9467790380504 51.11399036831284)
55440,Stop,4.0,POINT (-114.20357229295576 51.08578526086289)
55447,Stop,3.0,POINT (-113.96183845788829 51.160173488107596)
55460,Stop,3.0,POINT (-114.15232703709631 51.027050995721844)
55464,Stop,3.0,POINT (-114.10640642261751 51.016181210834056)
55472,Yield,1.0,POINT (-114.0022167190348 51.14321036155616)
55475,Yield,3.0,POINT (-114.20322871241528 51.05546469084261)
55487,Yield,3.0,POINT (-114.05239259037566 50.918683234693795)
55501,Yield,1.0,POINT (-114.05936121520303 50.93281330636569)
55511,Stop,3.0,POINT (-113.93117763992704 51.098906516405656)
55522,Yield,3.0,POINT (-114.20527532476288 51.060335202176255)
55535,Stop,4.0,POINT (-114.06735521651572 51.06326020184412)
55552,Yield,3.0,POINT (-114.13629957329952 50.954887327468306)
55554,Yield,3.0,POINT (-114.17812141936022 51.14923356881357)
55587,Stop,1.0,POINT (-114.04817046064097 50.9710592389682)
55593,Stop,3.0,POINT (-114.18431961140509 51.02315924149252)
55594,Yield,4.0,POINT (-113.96314338494358 51.17329903027796)
55607,Yield,3.0,POINT (-114.10228586487126 50.93824822541186)
55615,Stop,0.0,POINT (-114.01352066738131 50.966532843434656)
55621,Stop,2.0,POINT (-114.10477094955077 51.0394658035753)
55624,Stop,3.0,POINT (-114.07002864400468 51.06345992114287)
55628,Stop,3.0,POINT (-114.10504785096553 51.074363873322405)
55631,Stop,4.0,POINT (-114.21115411983531 51.067208106961075)
55650,Yield,1.0,POINT (-114.25706232145214 51.15376005504656)
55656,Yield,3.0,POINT (-114.07351791122522 51.10314711811041)
55660,Yield,2.0,POINT (-114.04671502911145 51.05716535163637)
55672,Yield,3.0,POINT (-114.20220240102103 51.07042698535347)
55685,Stop,3.0,POINT (-114.16003638527987 51.03834474721958)
55686,Yield,3.0,POINT (-113.99064120185515 50.88859766315786)
55689,Stop,1.0,POINT (-114.13826449719144 51.02224568312274)
55693,Stop,3.0,POINT (-114.21085071829992 51.18307277018198)
55713,Yield,1.0,POINT (-113.97816340896824 51.082674624791146)
55723,Yield,1.0,POINT (-114.18717751680202 51.03769602604359)
55724,Yield,3.0,POINT (-114.02565527985529 50.93929601909371)
55725,Yield,3.0,POINT (-113.93704051284807 51.09179863655739)
55734,Stop,1.0,POINT (-114.10708162575337 51.02411600988893)
55750,Stop,3.0,POINT (-113.93505362081119 51.03887330647979)
55759,Yield,0.0,POINT (-114.11827742679358 51.01697621476959)
55764,Stop,3.0,POINT (-114.06805750197695 51.1567543201296)
55765,Yield,0.0,POINT (-114.01305400347329 51.06678898520435)
55767,Yield,3.0,POINT (-114.01296897712051 50.948739869152256)
55773,Yield,0.0,POINT (-114.07127756832858 51.0352666846664)
55784,Stop,4.0,POINT (-114.18238212791637 51.02915245631532)
55786,Stop,3.0,POINT (-114.20815100169892 51.04782580019055)
55798,Yield,1.0,POINT (-114.1245071430739 51.148608785336485)
55801,Stop,4.0,POINT (-114.14624956065099 51.12894480927935)
55802,Yield,4.0,POINT (-114.00486702382722 50.976628556400314)
55826,Yield,3.0,POINT (-114.08636483392279 51.10365486306003)
55830,Stop,1.0,POINT (-114.09779381584029 51.0621887822837)
55833,Stop,3.0,POINT (-114.06677277638012 51.083332864471)
55835,Stop,3.0,POINT (-113.99133031839081 51.023859639590064)
55846,Yield,1.0,POINT (-114.14857669656202 51.063700484922414)
55850,Stop,5.0,POINT (-114.10098215988074 51.038755519171524)
55864,Yield,3.0,POINT (-114.09022869787479 51.02586794196647)
55866,Yield,3.0,POINT (-114.19084888311603 51.13668790536364)
55891,Yield,3.0,POINT (-114.1048975060275 50.966483208856864)
55897,Stop,3.0,POINT (-114.06475389114462 51.10030978454736)
55923,Yield,3.0,POINT (-114.0296040115186 50.9183859037889)
55926,Yield,1.0,POINT (-114.02707404483465 51.08128382787267)
55934,Stop,3.0,POINT (-114.03558225224106 50.93896261523574)
55937,Yield,3.0,POINT (-114.07619793680394 51.13295784904182)
55942,Stop,1.0,POINT (-114.18745246846173 51.050337725959245)
55947,Yield,3.0,POINT (-114.20083513938013 51.05437497931209)
55954,Yield,3.0,POINT (-114.07969212703952 50.967739742658)
55969,Yield,3.0,POINT (-114.1733137690055 51.14867242559417)
55985,Stop,3.0,POINT (-114.12644392973179 51.15712384844435)
56001,Yield,5.0,POINT (-113.93138317852423 51.0730682050623)
56002,Yield,4.0,POINT (-113.93920690299603 51.09167910852314)
56003,Yield,3.0,POINT (-114.18641622606468 51.069233948231)
56008,Yield,4.0,POINT (-114.13393283411403 50.93823675982922)
56009,Yield,2.0,POINT (-114.10614263491637 50.896885692683156)
56012,Stop,3.0,POINT (-113.94194817915921 51.13460384054565)
56014,Yield,3.0,POINT (-113.90941123005506 50.89841381198821)
56017,Stop,4.0,POINT (-114.05237010371003 51.07052167062676)
56033,Stop,3.0,POINT (-113.93201923045639 51.042173597217555)
56035,Stop,3.0,POINT (-114.18544750582224 51.11738481050016)
56040,Stop,3.0,POINT (-114.20518141214743 51.05979322932577)
56041,Yield,1.0,POINT (-114.08562943725589 50.93959157727798)
56042,Stop,3.0,POINT (-114.07446206500407 51.07970796174041)
56050,Yield,3.0,POINT (-114.20266278852665 51.02562417173362)
56062,Stop,3.0,POINT (-114.04845437628042 51.07101758200357)
56063,Stop,1.0,POINT (-114.10934881073611 51.01872164441351)
56077,Yield,3.0,POINT (-114.14624358695352 51.12477096855719)
56079,Stop,4.0,POINT (-114.06272162661155 51.06239955413302)
56090,Yield,3.0,POINT (-114.12491540556691 50.95392041251735)
56096,Stop,1.0,POINT (-114.09613264984438 50.98796046872757)
56098,Yield,2.0,POINT (-114.09089085691238 51.16368787969561)
56107,Yield,1.0,POINT (-114.04990214263904 50.9505673477922)
56115,Yield,3.0,POINT (-114.08513823119024 51.081373527094804)
56117,Yield,4.0,POINT (-114.21927669191032 51.07322570691289)
56122,Yield,3.0,POINT (-114.25258767589403 51.12819195677665)
56123,Stop,0.0,POINT (-114.05635519070134 51.07146761610506)
56127,Stop,4.0,POINT (-113.9608443567709 50.91514696430391)
56137,Stop,3.0,POINT (-114.097177292576 51.033346321528285)
56139,Stop,4.0,POINT (-114.06634734444036 51.0314354934112)
56142,Yield,3.0,POINT (-114.05986205159176 51.061443967890966)
56178,Yield,3.0,POINT (-114.1475481332909 51.046279624665786)
56179,Stop,0.0,POINT (-114.14097681939576 51.01474860924268)
56180,Stop,4.0,POINT (-114.08834758561765 50.99059452605424)
56182,Yield,3.0,POINT (-114.21270258151193 51.14181126320267)
56190,Stop,3.0,POINT (-114.08660550614788 51.16938095649893)
56201,Yield,1.0,POINT (-114.13208113029356 51.097408600555006)
56204,Stop,1.0,POINT (-113.99788164914185 51.088938036897424)
56217,Stop,3.0,POINT (-113.99918627307738 51.009551854505034)
56218,Stop,1.0,POINT (-114.06011897887521 51.06965903643833)
56247,Stop,3.0,POINT (-114.04424765267608 51.05316369031951)
56249,Stop,2.0,POINT (-114.15072509162422 51.125052011467425)
56257,Yield,1.0,POINT (-114.21647140152582 51.0671861113668)
56262,Yield,1.0,POINT (-114.10749889168034 51.0454198865956)
56271,Yield,3.0,POINT (-114.0252824147007 51.041630545391236)
56275,Yield,4.0,POINT (-114.2165011933049 51.06086623327316)
56281,Stop,2.0,POINT (-114.0920286228398 51.0474300823174)
56287,Stop,2.0,POINT (-114.116544949929 51.06348340726922)
56291,Stop,3.0,POINT (-114.09455439845503 51.084831102618224)
56295,Yield,2.0,POINT (-114.12769793745896 51.072607272123)
56300,Yield,1.0,POINT (-113.98133242028483 51.026786375817515)
56302,Stop,3.0,POINT (-114.20873044941506 51.071874643199024)
56304,Yield,3.0,POINT (-114.24364009051003 51.11537550057872)
56311,Yield,3.0,POINT (-113.95139268227761 51.05070707578152)
56323,Stop,4.0,POINT (-114.03780292233823 51.05331102122615)
56332,Stop,1.0,POINT (-114.12525771768391 51.027382917188376)
56339,Stop,3.0,POINT (-114.08285010830654 51.16411453724046)
56345,Stop,3.0,POINT (-114.07367800182912 50.88677477396417)
56346,Stop,3.0,POINT (-114.1870425978873 51.12680885948958)
56348,Yield,1.0,POINT (-114.04823136723702 50.97513429777942)
56353,Stop,3.0,POINT (-114.06228087569242 51.0871740250545)
56362,Stop,1.0,POINT (-114.06375955171286 51.08311889507401)
56372,Yield,3.0,POINT (-114.20309624000694 51.05411594029635)
56376,Stop,3.0,POINT (-114.10544941923078 50.91411426050646)
56380,Yield,2.0,POINT (-114.12564856141994 51.00290232521549)
56390,Stop,3.0,POINT (-114.04615792311331 51.0322101054122)
56396,Stop,2.0,POINT (-114.04536508302868 51.07104790959938)
56409,Stop,2.0,POINT (-113.9391948954458 51.08825059629793)
56415,Yield,3.0,POINT (-113.9754922607381 50.890951056331765)
56416,Yield,4.0,POINT (-114.19052261003979 51.12692982129702)
56429,Stop,0.0,POINT (-114.07434636786824 51.04376915834545)
56431,Yield,1.0,POINT (-114.04474378750903 51.00126968703935)
56440,Stop,4.0,POINT (-114.0917538912722 51.05436449192617)
56444,Yield,0.0,POINT (-114.18755792591153 51.0584925625768)
56451,Stop,3.0,POINT (-114.07569944673352 51.034685205224235)
56459,Yield,3.0,POINT (-114.22058576890629 51.06853340594026)
56475,Yield,3.0,POINT (-114.07791424887213 50.917439788543966)
56481,Yield,3.0,POINT (-114.12186576833415 50.93461482094324)
56482,Yield,3.0,POINT (-113.95266936750286 50.98287975188008)
56483,Stop,3.0,POINT (-114.09442530438557 51.02950570387917)
56487,Stop,2.0,POINT (-114.04257803999947 50.958911390333526)
56491,Stop,3.0,POINT (-114.15284677029058 51.03879871535301)
56497,Stop,2.0,POINT (-114.21107010766781 51.09104226218082)
56510,Stop,2.0,POINT (-113.96120004058213 51.07614660031986)
56523,Stop,1.0,POINT (-114.06738753495196 51.00246358875119)
56533,Yield,3.0,POINT (-114.1743612635767 51.035435172812164)
56534,Stop,3.0,POINT (-114.05896941600574 50.97144107306896)
56539,Yield,1.0,POINT (-114.12516896070993 51.062347032231486)
56546,Stop,3.0,POINT (-114.02451958521158 50.8857290945587)
56550,Stop,1.0,POINT (-114.04514056198754 51.000029015487385)
56560,Stop,2.0,POINT (-114.05767588520867 51.081437339848996)
56571,Yield,1.0,POINT (-114.03944904049581 50.986960591919754)
56572,Stop,2.0,POINT (-114.15571574523433 51.11866342034812)
56578,Yield,4.0,POINT (-114.18859481022822 51.0610068813364)
56598,Yield,4.0,POINT (-114.08963158140337 50.94424863437644)
56616,Yield,3.0,POINT (-114.08571762514408 50.88997572924062)
56618,Stop,3.0,POINT (-114.08340028063223 50.981333527424205)
56629,Stop,1.0,POINT (-114.11271557222267 51.05350454556526)
56635,Stop,1.0,POINT (-114.08060815716485 51.00126044076853)
56637,Stop,0.0,POINT (-114.2033249423102 51.14435274684831)
56647,Stop,1.0,POINT (-114.20411910080944 51.13323551512166)
56652,Stop,4.0,POINT (-114.08569197636903 51.04910687625861)
56656,Stop,1.0,POINT (-114.0144406121529 51.076764956730116)
56660,Yield,3.0,POINT (-114.01038180112103 50.9683757553454)
56663,Stop,2.0,POINT (-113.94961392304393 51.077615778017815)
56671,Stop,3.0,POINT (-113.96435060454178 50.9852494566211)
56673,Yield,3.0,POINT (-113.98350664267444 51.00182831683093)
56678,Stop,2.0,POINT (-114.17301333868348 51.13510357282488)
56681,Stop,3.0,POINT (-114.06509614941136 51.104633602050924)
56697,Yield,4.0,POINT (-113.97818711370223 51.09047715082964)
56719,Stop,0.0,POINT (-114.08686823882682 51.04724600049847)
56722,Yield,1.0,POINT (-114.06191674896377 50.98468430047298)
56725,Yield,3.0,POINT (-114.12529576716999 51.058579721104536)
56741,Stop,3.0,POINT (-114.05341556519393 51.06236775790233)
56750,Stop,3.0,POINT (-114.09314543971138 51.056953829076164)
56779,Stop,1.0,POINT (-113.95785858488213 50.91823491217246)
56795,Yield,1.0,POINT (-114.11774579976617 51.035375774278535)
56800,Stop,1.0,POINT (-114.10619356016635 51.01592380140898)
56810,Stop,4.0,POINT (-114.07167998951925 51.128987035403455)
56818,Yield,3.0,POINT (-114.20624536278835 51.05418684424675)
56835,Yield,1.0,POINT (-114.2112779344473 51.059844584256375)
56840,Stop,1.0,POINT (-114.06517705144857 51.10795263061335)
56851,Yield,3.0,POINT (-114.20298124190678 51.05665268090391)
56858,Stop,3.0,POINT (-114.0765729483708 51.00242258309608)
56859,Stop,2.0,POINT (-114.06491889359206 51.05971208112778)
56881,Stop,4.0,POINT (-114.16462928232842 51.097570122879254)
56883,Yield,3.0,POINT (-114.1379626266115 51.12316365385079)
56906,Stop,1.0,POINT (-114.07389987700006 51.07592749223228)
56911,Yield,2.0,POINT (-114.02645704548506 50.94689165941787)
56918,Yield,4.0,POINT (-113.97020873529509 51.02180470886621)
56938,Stop,3.0,POINT (-114.07168335837252 51.06870264069098)
56939,Stop,1.0,POINT (-114.07624805308072 51.002508440492754)
56949,Stop,1.0,POINT (-114.07872764853684 51.07238222340721)
56966,Stop,0.0,POINT (-114.08578870720059 51.05375998393591)
56982,Stop,3.0,POINT (-114.1175864703369 51.06010540012093)
57001,Stop,4.0,POINT (-114.06337220456058 51.12790553362936)
57004,Stop,3.0,POINT (-114.13647716496918 51.05791040323843)
57005,Stop,2.0,POINT (-114.0696667537334 51.156454285609634)
57018,Yield,3.0,POINT (-113.9687435026737 51.150788516558066)
57019,Stop,4.0,POINT (-113.9919196526343 51.030637175241814)
57028,Yield,1.0,POINT (-114.06001647507884 51.06164547032575)
57039,Stop,2.0,POINT (-114.24812733421037 51.126960945028905)
57041,Stop,3.0,POINT (-114.05357705162699 51.013607450283764)
57059,Yield,1.0,POINT (-113.96396268930731 51.06254941608451)
57062,Stop,2.0,POINT (-113.93693309403167 50.92201979269354)
57079,Stop,1.0,POINT (-113.98316290647782 51.03624784270931)
57089,Stop,1.0,POINT (-114.09703059963176 51.07331681068793)
57091,Stop,2.0,POINT (-114.0421750795052 51.05006768216865)
57106,Stop,3.0,POINT (-114.24155948996284 51.14733627633438)
57120,Stop,3.0,POINT (-114.14099924034292 51.05836350349218)
57137,Stop,1.0,POINT (-114.11304504307654 51.05451840471181)
57139,Stop,3.0,POINT (-114.06540409052289 50.94710103344217)
57140,Stop,4.0,POINT (-114.21477634372063 51.091843660173566)
57153,Yield,3.0,POINT (-114.10262668861729 50.953976806318025)
57161,Yield,3.0,POINT (-114.13226328813745 51.01664030443869)
57166,Yield,3.0,POINT (-114.22968579219125 51.14033243105166)
57175,Yield,3.0,POINT (-114.2034607686172 51.07114731895047)
57194,Yield,3.0,POINT (-113.95240914693736 51.072452170161)
57197,Yield,1.0,POINT (-114.17582709207548 51.016378292359626)
57202,Yield,1.0,POINT (-114.06478113039435 51.08968608376017)
57218,Stop,4.0,POINT (-113.96402915811878 51.07106099170469)
57221,Yield,3.0,POINT (-114.06775561362431 51.18967167885142)
57240,Yield,3.0,POINT (-114.20729208761858 51.0565190256122)
57257,Yield,3.0,POINT (-114.22039904678817 51.058414683480954)
57262,Stop,1.0,POINT (-114.05026950405595 51.05724063842638)
57276,Yield,2.0,POINT (-114.17310583425629 51.035342609768364)
57289,Stop,4.0,POINT (-114.1691981031583 51.12979534265051)
57294,Yield,3.0,POINT (-113.99105971766411 50.889526614689196)
57302,Stop,3.0,POINT (-113.98475338924477 51.03801946327543)
57307,Yield,3.0,POINT (-114.04895096444221 51.158851711597855)
57318,Yield,3.0,POINT (-114.07560186990075 50.93554244121221)
57319,Yield,3.0,POINT (-114.144767999163 51.090854290023636)
57321,Yield,3.0,POINT (-114.14484417202799 51.14112723720891)
57330,Stop,4.0,POINT (-114.1144846176241 51.02329164388743)
57339,Stop,2.0,POINT (-114.04291879255173 51.03470231804013)
57342,Stop,0.0,POINT (-113.94015121091209 50.89935464349543)
57343,Stop,3.0,POINT (-114.02023232600013 50.936900428873706)
57349,Stop,1.0,POINT (-114.09194640542086 51.02420296242554)
57351,Stop,3.0,POINT (-114.22214121576812 51.115993050309754)
57358,Stop,4.0,POINT (-114.13418965225587 51.13487176276511)
57361,Yield,3.0,POINT (-114.08320333323203 51.10609068204167)
57363,Stop,4.0,POINT (-114.1291307037168 51.00880530782147)
57366,Yield,1.0,POINT (-113.9354407609745 51.07625472933075)
57374,Stop,2.0,POINT (-114.19922042511574 51.025732812457704)
57382,Yield,3.0,POINT (-114.02106818965221 50.984605032833365)
57388,Stop,3.0,POINT (-114.14396386324398 51.039546820572816)
57392,Stop,4.0,POINT (-114.03354620050666 51.05323062182588)
57394,Stop,3.0,POINT (-114.0162541103817 50.99759408583008)
57395,Yield,1.0,POINT (-114.157227492576 51.13852989138785)
57410,Stop,0.0,POINT (-114.08578873088501 51.053934146279225)
57416,Stop,1.0,POINT (-114.10810322794521 51.05829473209873)
57422,Stop,3.0,POINT (-114.10866428154924 51.035343261240975)
57425,Stop,2.0,POINT (-114.08297981814307 51.00940441392932)
57428,Yield,3.0,POINT (-114.11360185318054 51.1641733661423)
57438,Stop,2.0,POINT (-114.21409240847235 51.09242224749731)
57470,Yield,2.0,POINT (-114.09694200375634 50.91446374745143)
57475,Stop,3.0,POINT (-114.06097106058925 51.03712663518164)
57479,Stop,2.0,POINT (-114.0744357823777 51.040736979519416)
57484,Yield,1.0,POINT (-114.08401321519813 51.13013367030452)
57486,Yield,3.0,POINT (-114.21890090263886 51.063956182808056)
57493,Stop,2.0,POINT (-114.21748698435069 51.148042744684666)
57500,Stop,2.0,POINT (-114.16432053847547 51.097501921128504)
57503,Stop,1.0,POINT (-114.08132092393994 51.04103928527995)
57504,Stop,3.0,POINT (-114.0754681749392 51.03773361377846)
57507,Stop,3.0,POINT (-114.14095326364748 51.1023015441108)
57510,Yield,1.0,POINT (-113.93543041998012 51.09556594105543)
57514,Yield,1.0,POINT (-114.12564273713134 50.94145655828336)
57515,Stop,0.0,POINT (-114.06836080565462 51.03712413579814)
57520,Stop,4.0,POINT (-114.037057143031 51.02294160281138)
57529,Stop,3.0,POINT (-114.07171927042607 51.06959415565808)
57534,Yield,3.0,POINT (-113.98420081748687 50.88331883485229)
57539,Yield,3.0,POINT (-114.25278636960506 51.125571533787685)
57543,Yield,1.0,POINT (-114.12187809027931 50.93586945743458)
57546,Stop,2.0,POINT (-114.1002844564704 51.020211610734314)
57547,Yield,0.0,POINT (-113.95859917554439 51.10008406352072)
57556,Yield,1.0,POINT (-114.07419856445357 51.071376062176284)
57563,Stop,1.0,POINT (-114.06295967514623 50.910154050260815)
57568,Stop,3.0,POINT (-114.06124069169108 50.94130052372437)
57579,Yield,3.0,POINT (-114.1194707589809 50.96931491389468)
57584,Yield,1.0,POINT (-113.93546670615913 51.0379834202941)
57588,Stop,1.0,POINT (-114.17527051337395 51.028483682462856)
57589,Stop,3.0,POINT (-114.19327087291157 51.041701300867025)
57591,Yield,3.0,POINT (-114.02028743412042 50.97978580051867)
57592,Yield,1.0,POINT (-113.93044671344202 51.07002958132604)
57606,Stop,3.0,POINT (-114.08062835241411 51.132600232758406)
57615,Yield,1.0,POINT (-114.11940363460415 51.016465568221854)
57622,Stop,1.0,POINT (-114.11023050361062 50.90693317963662)
57629,Stop,3.0,POINT (-113.93396732995963 51.13706421105091)
57650,Stop,3.0,POINT (-114.01931568171467 51.03187654957406)
57655,Yield,3.0,POINT (-113.96513495204385 51.105788484889594)
57657,Stop,1.0,POINT (-114.11355354185059 51.06505813508319)
57661,Stop,3.0,POINT (-113.99130110366634 51.0178307982863)
57662,Stop,3.0,POINT (-114.03794383782802 51.05704979629235)
57667,Stop,3.0,POINT (-114.06112366791055 51.08160332920797)
57685,Yield,1.0,POINT (-114.00074406512995 50.97284533642558)
57693,Yield,3.0,POINT (-114.10907009083937 50.9113107793045)
57709,Stop,3.0,POINT (-114.12382554790284 51.027889024512625)
57710,Yield,1.0,POINT (-114.12975932929623 51.024076328331475)
57718,Stop,4.0,POINT (-114.05779045958954 51.06058621992871)
57722,Yield,1.0,POINT (-114.19066985351154 51.06362724105781)
57728,Yield,1.0,POINT (-114.01768902405128 51.03838087898521)
57729,Yield,3.0,POINT (-114.1009418182879 51.15659369210238)
57731,Yield,4.0,POINT (-114.05928589467041 50.91103351579386)
57736,Stop,4.0,POINT (-114.01751752328512 51.03873567871837)
57741,Stop,3.0,POINT (-114.21120545967688 51.068694311720506)
57746,Yield,1.0,POINT (-114.09308532973574 51.093069122446096)
57749,Stop,3.0,POINT (-114.0011386343432 50.9537052705946)
57763,Stop,3.0,POINT (-114.09486720728314 51.054491338105194)
57771,Stop,1.0,POINT (-114.08572287327404 51.03338362301106)
57772,Stop,3.0,POINT (-114.09486870715654 51.03418075841533)
57783,Stop,3.0,POINT (-114.18524463552967 51.117647616654715)
57794,Yield,3.0,POINT (-114.12564716037515 51.1503133706765)
57799,Yield,3.0,POINT (-114.05980069140064 51.00862676845396)
57808,Yield,2.0,POINT (-113.99462103371015 50.90859714666478)
57810,Stop,3.0,POINT (-113.98400031758842 51.029679914088845)
57822,Stop,2.0,POINT (-113.96267805502242 51.085764114354696)
57839,Yield,1.0,POINT (-114.17938264548361 51.05997106479073)
57845,Stop,2.0,POINT (-114.13441859225276 51.13468675822073)
57847,Stop,2.0,POINT (-113.95795705676768 50.9506414775003)
57856,Stop,3.0,POINT (-114.06648176818587 51.110438496477606)
57863,Yield,1.0,POINT (-114.03811906654396 50.893065868499086)
57865,Yield,1.0,POINT (-114.17167414746017 51.11927274212801)
57879,Yield,4.0,POINT (-114.13050363379271 50.962685815271904)
57905,Stop,2.0,POINT (-114.05991551736662 51.05891781306131)
57906,Stop,0.0,POINT (-113.94050414495838 50.899741470319256)
57921,Stop,3.0,POINT (-114.04439135389259 51.1650919339368)
57936,Yield,1.0,POINT (-114.18284322849512 51.061184642219374)
57943,Yield,1.0,POINT (-114.13609127516129 50.93588170351217)
57951,Yield,3.0,POINT (-113.94777376926004 50.921413691118005)
57953,Stop,2.0,POINT (-114.04511094171826 51.071194863566625)
57958,Stop,3.0,POINT (-114.11575314337492 51.09162364299544)
57961,Stop,0.0,POINT (-113.94642560919219 51.13247096507414)
57962,Stop,6.0,POINT (-114.03701297714818 51.03695650664168)
57964,Yield,1.0,POINT (-114.0178934593369 51.00175490776458)
57967,Stop,1.0,POINT (-113.97283934911444 50.89233332986282)
57977,Stop,2.0,POINT (-114.18188640046077 51.03062655526845)
57979,Stop,1.0,POINT (-114.07754556813053 51.051717499762646)
57996,Stop,3.0,POINT (-114.04844231345511 51.068710327883)
58010,Stop,0.0,POINT (-113.86149418088843 50.90730297133682)
58013,Stop,3.0,POINT (-114.01330578732386 50.9954552720266)
58018,Stop,3.0,POINT (-114.07166780793423 51.098591613833875)
58033,Yield,4.0,POINT (-114.0830623361927 51.09711910371337)
58035,Yield,3.0,POINT (-114.12409295653805 50.92293521372805)
58039,Stop,3.0,POINT (-114.08290401412663 51.03432639191041)
58040,Stop,1.0,POINT (-114.04018232333121 51.05471117092417)
58042,Stop,2.0,POINT (-114.16456702035626 51.09343826506831)
58051,Stop,1.0,POINT (-114.07825167068744 50.87949265831817)
58054,Stop,3.0,POINT (-114.10788974658489 51.05240256165918)
58058,Stop,3.0,POINT (-114.00992728377747 50.98744590077576)
58090,Stop,3.0,POINT (-113.96427449482671 50.885192392463665)
58091,Yield,3.0,POINT (-114.12104398977934 50.95480001650932)
58105,Stop,2.0,POINT (-114.18350748713443 51.024335928208004)
58113,Stop,3.0,POINT (-114.06486390596646 51.0625332549069)
58132,Yield,0.0,POINT (-114.0849502525156 50.93852263315471)
58150,Stop,0.0,POINT (-114.1320710487692 51.167887196153956)
58152,Stop,3.0,POINT (-114.06224070423605 51.09971341229246)
58164,Yield,3.0,POINT (-113.97259160365729 51.08476483133174)
58168,Yield,1.0,POINT (-114.00868248437354 50.98273765800759)
58183,Yield,3.0,POINT (-114.1477378061633 51.115730734320174)
58198,Yield,1.0,POINT (-114.00012952001443 50.97643138829401)
58201,Yield,1.0,POINT (-114.07376170701211 51.07149512394695)
58206,Stop,1.0,POINT (-114.08869964230895 51.03635647689238)
58208,Stop,3.0,POINT (-114.16020861552171 51.07091366129718)
58217,Stop,3.0,POINT (-114.06512592595695 51.06060561689322)
58229,Yield,3.0,POINT (-114.07542797054968 50.94364650560128)
58232,Yield,1.0,POINT (-114.07308795502253 51.06383919659529)
58236,Yield,3.0,POINT (-114.05066344842263 50.9321613094145)
58251,Yield,3.0,POINT (-114.10566664647739 50.95393345693435)
58256,Stop,3.0,POINT (-113.97822154425108 51.08132809730736)
58257,Stop,1.0,POINT (-114.21073194053449 51.11963889439806)
58258,Yield,3.0,POINT (-113.96489699782471 51.01102348878021)
58260,Yield,1.0,POINT (-113.95809047664117 51.066216878887495)
58263,Yield,1.0,POINT (-114.05662092445891 51.110397285938944)
58266,Stop,1.0,POINT (-114.10813288034124 51.05262355072841)
58269,Yield,1.0,POINT (-114.18093362787158 51.05276151162722)
58271,Yield,3.0,POINT (-114.06050835147583 51.01956944488)
58273,Stop,1.0,POINT (-114.1617726350634 51.06890586903934)
58277,Stop,1.0,POINT (-114.10216382326344 51.02498305995406)
58284,Yield,3.0,POINT (-114.1363221750309 50.97579822147914)
58289,Stop,1.0,POINT (-114.07980678925173 51.07982494299749)
58298,Yield,2.0,POINT (-114.0003611005978 50.98878181378831)
58305,Stop,4.0,POINT (-114.0206012457071 50.97315007499983)
58306,Yield,2.0,POINT (-113.95503464720639 51.06961435796516)
58313,Stop,3.0,POINT (-113.95123674773377 51.03764697344888)
58327,Stop,4.0,POINT (-114.12932799817595 50.951409629594906)
58329,Yield,3.0,POINT (-113.96094366205294 50.91331011821633)
58332,Stop,1.0,POINT (-114.18774230537304 51.04167416008807)
58347,Stop,1.0,POINT (-114.08263865808861 51.06376272965384)
58350,Stop,3.0,POINT (-114.07173243292937 51.109644705765106)
58352,Stop,3.0,POINT (-114.05975176925921 50.978241821050695)
58356,Yield,0.0,POINT (-114.06358911016423 50.99213538060876)
58358,Yield,3.0,POINT (-114.22073977483821 51.06504307406305)
58375,Yield,3.0,POINT (-114.08939038620771 51.094177943324155)
58386,Yield,3.0,POINT (-114.25299404409107 51.128685978695785)
58394,Yield,3.0,POINT (-114.04343575653279 50.97041236554353)
58397,Stop,4.0,POINT (-114.18215084921897 51.03034901322337)
58404,Yield,1.0,POINT (-114.1170257363513 51.008976961857414)
58407,Yield,3.0,POINT (-114.0885687020931 51.09449257740684)
58412,Stop,3.0,POINT (-114.10392897762081 51.03998083519322)
58421,Yield,3.0,POINT (-114.13175499413553 50.93985345484595)
58440,Yield,4.0,POINT (-114.13416330779562 51.07246220728822)
58457,Yield,1.0,POINT (-114.09994308121807 51.13191235402858)
58460,Yield,3.0,POINT (-114.08405879108953 51.16465087343651)
58461,Yield,3.0,POINT (-114.21944336632679 51.06853889840434)
58483,Stop,0.0,POINT (-114.07933536480039 51.06687973904509)
58487,Yield,3.0,POINT (-114.03479225930478 50.999436879212446)
58488,Yield,1.0,POINT (-114.10057583502082 51.18103172261376)
58500,Stop,1.0,POINT (-114.03143171323488 50.85769922532795)
58519,Stop,3.0,POINT (-114.26650917314193 51.084275166248645)
58520,Yield,1.0,POINT (-114.0846125510306 51.135591467354125)
58525,Yield,1.0,POINT (-113.97446659120234 50.88887228107173)
58527,Stop,2.0,POINT (-114.1093751773866 51.00493481085178)
58528,Yield,3.0,POINT (-114.10228048557532 50.89987906313242)
58535,Stop,3.0,POINT (-114.19924139597302 51.06339004925305)
58538,Yield,3.0,POINT (-114.08292599580066 51.08077514421061)
